# Total velocity (m/s),Mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
81.883,6.687,2.26,0.013,1569.578,1198.229
81.773,6.687,2.26,0.013,1569.566,1198.229
81.664,6.687,2.26,0.013,1569.554,1198.229
81.555,6.687,2.26,0.013,1569.542,1198.229
81.446,6.687,2.26,0.013,1569.53,1198.229
81.337,6.687,2.26,0.013,1569.519,1198.229
81.227,6.687,2.26,0.013,1569.507,1198.229
81.118,6.687,2.26,0.013,1569.495,1198.229
81.009,6.687,2.26,0.013,1569.483,1198.229
80.9,6.687,2.26,0.013,1569.472,1198.229
80.791,6.687,2.26,0.013,1569.46,1198.229
80.682,6.687,2.26,0.013,1569.449,1198.229
80.573,6.687,2.26,0.013,1569.437,1198.229
80.465,6.687,2.26,0.013,1569.426,1198.229
80.356,6.687,2.26,0.013,1569.415,1198.229
80.247,6.687,2.26,0.013,1569.403,1198.229
80.138,6.687,2.26,0.013,1569.392,1198.229
80.029,6.687,2.26,0.013,1569.381,1198.229
79.921,6.687,2.26,0.013,1569.37,1198.229
79.812,6.687,2.26,0.013,1569.359,1198.229
79.703,6.687,2.26,0.013,1569.347,1198.229
79.595,6.687,2.26,0.013,1569.336,1198.229
79.486,6.687,2.26,0.013,1569.326,1198.229
79.377,6.687,2.26,0.013,1569.315,1198.229
79.269,6.687,2.26,0.013,1569.304,1198.229
79.16,6.687,2.26,0.013,1569.293,1198.229
79.052,6.687,2.26,0.013,1569.282,1198.229
78.944,6.687,2.26,0.013,1569.272,1198.229
78.835,6.687,2.26,0.013,1569.261,1198.229
78.727,6.687,2.26,0.013,1569.25,1198.229
78.618,6.687,2.26,0.013,1569.24,1198.229
78.51,6.687,2.26,0.013,1569.229,1198.229
78.402,6.687,2.26,0.013,1569.219,1198.229
78.294,6.687,2.26,0.013,1569.209,1198.229
78.185,6.687,2.26,0.013,1569.198,1198.229
78.077,6.687,2.26,0.013,1569.188,1198.229
77.969,6.687,2.26,0.013,1569.178,1198.229
77.861,6.687,2.26,0.013,1569.168,1198.229
77.753,6.687,2.26,0.013,1569.157,1198.229
77.645,6.687,2.26,0.013,1569.147,1198.229
77.537,6.687,2.26,0.013,1569.137,1198.229
77.429,6.687,2.26,0.013,1569.127,1198.229
77.321,6.687,2.26,0.013,1569.117,1198.229
77.213,6.687,2.26,0.013,1569.107,1198.229
77.105,6.687,2.26,0.013,1569.097,1198.229
76.997,6.687,2.26,0.013,1569.087,1198.229
76.889,6.687,2.26,0.013,1569.077,1198.229
76.781,6.687,2.26,0.013,1569.067,1198.229
76.673,6.687,2.26,0.013,1569.057,1198.229
76.566,6.687,2.26,0.013,1569.047,1198.229
76.458,6.687,2.26,0.013,1569.037,1198.229
76.35,6.687,2.26,0.013,1569.027,1198.229
76.242,6.687,2.26,0.013,1569.017,1198.229
76.135,6.687,2.26,0.013,1569.007,1198.229
76.027,6.687,2.26,0.013,1568.997,1198.229
75.919,6.687,2.26,0.013,1568.986,1198.229
75.812,6.687,2.26,0.013,1568.976,1198.229
75.704,6.687,2.26,0.013,1568.966,1198.229
75.597,6.687,2.26,0.013,1568.955,1198.229
75.489,6.687,2.26,0.013,1568.945,1198.229
75.382,6.687,2.26,0.013,1568.934,1198.229
75.275,6.687,2.26,0.013,1568.924,1198.229
75.167,6.687,2.26,0.013,1568.913,1198.229
75.06,6.687,2.26,0.013,1568.903,1198.229
74.952,6.687,2.26,0.013,1568.892,1198.229
74.845,6.687,2.26,0.013,1568.882,1198.229
74.738,6.687,2.26,0.013,1568.871,1198.229
74.631,6.687,2.26,0.013,1568.861,1198.229
74.523,6.687,2.26,0.013,1568.851,1198.229
74.416,6.687,2.26,0.013,1568.84,1198.229
74.309,6.687,2.26,0.013,1568.83,1198.229
74.202,6.687,2.26,0.013,1568.82,1198.229
74.095,6.687,2.26,0.013,1568.81,1198.229
73.988,6.687,2.26,0.013,1568.799,1198.229
73.881,6.687,2.26,0.013,1568.789,1198.229
73.774,6.687,2.26,0.013,1568.779,1198.229
73.667,6.687,2.26,0.013,1568.769,1198.229
73.56,6.687,2.26,0.013,1568.759,1198.229
73.453,6.687,2.26,0.013,1568.749,1198.229
73.346,6.687,2.26,0.013,1568.74,1198.229
73.239,6.687,2.26,0.013,1568.73,1198.229
73.132,6.687,2.26,0.013,1568.72,1198.229
73.025,6.687,2.26,0.013,1568.71,1198.229
72.918,6.687,2.26,0.013,1568.7,1198.229
72.812,6.687,2.26,0.013,1568.691,1198.229
72.705,6.687,2.26,0.013,1568.681,1198.229
72.598,6.687,2.26,0.013,1568.671,1198.229
72.491,6.687,2.26,0.013,1568.662,1198.229
72.385,6.687,2.26,0.013,1568.652,1198.229
72.278,6.687,2.26,0.013,1568.643,1198.229
72.172,6.687,2.26,0.013,1568.633,1198.229
72.065,6.687,2.26,0.013,1568.624,1198.229
71.958,6.687,2.26,0.013,1568.615,1198.229
71.852,6.687,2.26,0.013,1568.605,1198.229
71.745,6.687,2.26,0.013,1568.596,1198.229
71.639,6.687,2.26,0.013,1568.587,1198.229
71.532,6.687,2.26,0.013,1568.577,1198.229
71.426,6.687,2.26,0.013,1568.568,1198.229
71.32,6.687,2.26,0.013,1568.559,1198.229
71.213,6.687,2.26,0.013,1568.55,1198.229
71.107,6.687,2.26,0.013,1568.541,1198.229
71.001,6.687,2.26,0.013,1568.532,1198.229
70.894,6.687,2.26,0.013,1568.523,1198.229
70.788,6.687,2.26,0.013,1568.513,1198.229
70.682,6.687,2.26,0.013,1568.504,1198.229
70.576,6.687,2.26,0.013,1568.495,1198.229
70.469,6.687,2.26,0.013,1568.486,1198.229
70.363,6.687,2.26,0.013,1568.477,1198.229
70.257,6.687,2.26,0.013,1568.468,1198.229
70.151,6.687,2.26,0.013,1568.459,1198.229
70.045,6.687,2.26,0.013,1568.449,1198.229
69.939,6.687,2.26,0.013,1568.44,1198.229
69.833,6.687,2.26,0.013,1568.431,1198.229
69.727,6.687,2.26,0.013,1568.421,1198.229
69.621,6.687,2.26,0.013,1568.412,1198.229
69.515,6.687,2.26,0.013,1568.402,1198.229
69.409,6.687,2.26,0.013,1568.393,1198.229
69.303,6.687,2.26,0.013,1568.383,1198.229
69.197,6.687,2.26,0.013,1568.374,1198.229
69.092,6.687,2.26,0.013,1568.364,1198.229
68.986,6.687,2.26,0.013,1568.355,1198.229
68.88,6.687,2.26,0.013,1568.345,1198.229
68.774,6.687,2.26,0.013,1568.335,1198.229
68.668,6.687,2.26,0.013,1568.326,1198.229
68.563,6.687,2.26,0.013,1568.316,1198.229
68.457,6.687,2.26,0.013,1568.307,1198.229
68.351,6.687,2.26,0.013,1568.298,1198.229
68.246,6.687,2.26,0.013,1568.288,1198.229
68.14,6.687,2.26,0.013,1568.279,1198.229
68.035,6.687,2.26,0.013,1568.269,1198.229
67.929,6.687,2.26,0.013,1568.26,1198.229
67.823,6.687,2.26,0.013,1568.251,1198.229
67.718,6.687,2.26,0.013,1568.241,1198.229
67.612,6.687,2.26,0.013,1568.232,1198.229
67.507,6.687,2.26,0.013,1568.223,1198.229
67.402,6.687,2.26,0.013,1568.214,1198.229
67.296,6.687,2.26,0.013,1568.205,1198.229
67.191,6.687,2.26,0.013,1568.196,1198.229
67.085,6.687,2.26,0.013,1568.187,1198.229
66.98,6.687,2.26,0.013,1568.178,1198.229
66.875,6.687,2.26,0.013,1568.169,1198.229
66.769,6.687,2.26,0.013,1568.16,1198.229
66.664,6.687,2.26,0.013,1568.151,1198.229
66.559,6.687,2.26,0.013,1568.142,1198.229
66.454,6.687,2.26,0.013,1568.133,1198.229
66.349,6.687,2.26,0.013,1568.124,1198.229
66.243,6.687,2.26,0.013,1568.116,1198.229
66.138,6.687,2.26,0.013,1568.107,1198.229
66.033,6.687,2.26,0.013,1568.099,1198.229
65.928,6.687,2.26,0.013,1568.09,1198.229
65.823,6.687,2.26,0.013,1568.081,1198.229
65.718,6.687,2.26,0.013,1568.073,1198.229
65.613,6.687,2.26,0.013,1568.064,1198.229
65.508,6.687,2.26,0.013,1568.056,1198.229
65.403,6.687,2.26,0.013,1568.048,1198.229
65.298,6.687,2.26,0.013,1568.039,1198.229
65.193,6.687,2.26,0.013,1568.031,1198.229
65.088,6.687,2.26,0.013,1568.022,1198.229
64.983,6.687,2.26,0.013,1568.014,1198.229
64.878,6.687,2.26,0.013,1568.006,1198.229
64.773,6.687,2.26,0.013,1567.998,1198.229
64.669,6.687,2.26,0.013,1567.989,1198.229
64.564,6.687,2.26,0.013,1567.981,1198.229
64.459,6.687,2.26,0.013,1567.973,1198.229
64.354,6.687,2.26,0.013,1567.965,1198.229
64.25,6.687,2.26,0.013,1567.956,1198.229
64.145,6.687,2.26,0.013,1567.948,1198.229
64.04,6.687,2.26,0.013,1567.94,1198.229
63.935,6.687,2.26,0.013,1567.932,1198.229
63.831,6.687,2.26,0.013,1567.924,1198.229
63.726,6.687,2.26,0.013,1567.915,1198.229
63.622,6.687,2.26,0.013,1567.907,1198.229
63.517,6.687,2.26,0.013,1567.899,1198.229
63.412,6.687,2.26,0.013,1567.891,1198.229
63.308,6.687,2.26,0.013,1567.883,1198.229
63.203,6.687,2.26,0.013,1567.874,1198.229
63.099,6.687,2.26,0.013,1567.866,1198.229
62.994,6.687,2.26,0.013,1567.858,1198.229
62.89,6.687,2.26,0.013,1567.849,1198.229
62.785,6.687,2.26,0.013,1567.841,1198.229
62.681,6.687,2.26,0.013,1567.833,1198.229
62.577,6.687,2.26,0.013,1567.825,1198.229
62.472,6.687,2.26,0.013,1567.816,1198.229
62.368,6.687,2.26,0.013,1567.808,1198.229
62.264,6.687,2.26,0.013,1567.8,1198.229
62.159,6.687,2.26,0.013,1567.791,1198.229
62.055,6.687,2.26,0.013,1567.783,1198.229
61.951,6.687,2.26,0.013,1567.775,1198.229
61.847,6.687,2.26,0.013,1567.766,1198.229
61.742,6.687,2.26,0.013,1567.758,1198.229
61.638,6.687,2.26,0.013,1567.75,1198.229
61.534,6.687,2.26,0.013,1567.741,1198.229
61.43,6.687,2.26,0.013,1567.733,1198.229
61.326,6.687,2.26,0.013,1567.725,1198.229
61.222,6.687,2.26,0.013,1567.717,1198.229
61.117,6.687,2.26,0.013,1567.708,1198.229
61.013,6.687,2.26,0.013,1567.7,1198.229
60.909,6.687,2.26,0.013,1567.692,1198.229
60.805,6.687,2.26,0.013,1567.684,1198.229
60.701,6.687,2.26,0.013,1567.676,1198.229
60.597,6.687,2.26,0.013,1567.668,1198.229
60.493,6.687,2.26,0.013,1567.66,1198.229
60.389,6.687,2.26,0.013,1567.652,1198.229
60.285,6.687,2.26,0.013,1567.644,1198.229
60.182,6.687,2.26,0.013,1567.636,1198.229
60.078,6.687,2.26,0.013,1567.628,1198.229
59.974,6.687,2.26,0.013,1567.62,1198.229
59.87,6.687,2.26,0.013,1567.612,1198.229
59.766,6.687,2.26,0.013,1567.604,1198.229
59.662,6.687,2.26,0.013,1567.596,1198.229
59.559,6.687,2.26,0.013,1567.589,1198.229
59.455,6.687,2.26,0.013,1567.581,1198.229
59.351,6.687,2.26,0.013,1567.573,1198.229
59.247,6.687,2.26,0.013,1567.565,1198.229
59.144,6.687,2.26,0.013,1567.558,1198.229
59.04,6.687,2.26,0.013,1567.55,1198.229
58.936,6.687,2.26,0.013,1567.542,1198.229
58.833,6.687,2.26,0.013,1567.535,1198.229
58.729,6.687,2.26,0.013,1567.527,1198.229
58.625,6.687,2.26,0.013,1567.519,1198.229
58.522,6.687,2.26,0.013,1567.512,1198.229
58.418,6.687,2.26,0.013,1567.504,1198.229
58.315,6.687,2.26,0.013,1567.497,1198.229
58.211,6.687,2.26,0.013,1567.489,1198.229
58.108,6.687,2.26,0.013,1567.482,1198.229
58.004,6.687,2.26,0.013,1567.474,1198.229
57.901,6.687,2.26,0.013,1567.467,1198.229
57.797,6.687,2.26,0.013,1567.46,1198.229
57.694,6.687,2.26,0.013,1567.452,1198.229
57.59,6.687,2.26,0.013,1567.445,1198.229
57.487,6.687,2.26,0.013,1567.438,1198.229
57.384,6.687,2.26,0.013,1567.43,1198.229
57.28,6.687,2.26,0.013,1567.423,1198.229
57.177,6.687,2.26,0.013,1567.416,1198.229
57.074,6.687,2.26,0.013,1567.408,1198.229
56.97,6.687,2.26,0.013,1567.401,1198.229
56.867,6.687,2.26,0.013,1567.394,1198.229
56.764,6.687,2.26,0.013,1567.387,1198.229
56.661,6.687,2.26,0.013,1567.38,1198.229
56.558,6.687,2.26,0.013,1567.372,1198.229
56.454,6.687,2.26,0.013,1567.365,1198.229
56.351,6.687,2.26,0.013,1567.358,1198.229
56.248,6.687,2.26,0.013,1567.351,1198.229
56.145,6.687,2.26,0.013,1567.344,1198.229
56.042,6.687,2.26,0.013,1567.337,1198.229
55.939,6.687,2.26,0.013,1567.33,1198.229
55.836,6.687,2.26,0.013,1567.323,1198.229
55.733,6.687,2.26,0.013,1567.315,1198.229
55.63,6.687,2.26,0.013,1567.308,1198.229
55.526,6.687,2.26,0.013,1567.301,1198.229
55.423,6.687,2.26,0.013,1567.294,1198.229
55.321,6.687,2.26,0.013,1567.287,1198.229
55.218,6.687,2.26,0.013,1567.28,1198.229
55.115,6.687,2.26,0.013,1567.273,1198.229
55.012,6.687,2.26,0.013,1567.266,1198.229
54.909,6.687,2.26,0.013,1567.258,1198.229
54.806,6.687,2.26,0.013,1567.251,1198.229
54.703,6.687,2.26,0.013,1567.244,1198.229
54.6,6.687,2.26,0.013,1567.237,1198.229
54.497,6.687,2.26,0.013,1567.23,1198.229
54.395,6.687,2.26,0.013,1567.223,1198.229
54.292,6.687,2.26,0.013,1567.216,1198.229
54.189,6.687,2.26,0.013,1567.209,1198.229
54.086,6.687,2.26,0.013,1567.201,1198.229
53.983,6.687,2.26,0.013,1567.194,1198.229
53.881,6.687,2.26,0.013,1567.187,1198.229
53.778,6.687,2.26,0.013,1567.18,1198.229
53.675,6.687,2.26,0.013,1567.173,1198.229
53.573,6.687,2.26,0.013,1567.166,1198.229
53.47,6.687,2.26,0.013,1567.159,1198.229
53.367,6.687,2.26,0.013,1567.152,1198.229
53.265,6.687,2.26,0.013,1567.145,1198.229
53.162,6.687,2.26,0.013,1567.138,1198.229
53.06,6.687,2.26,0.013,1567.131,1198.229
52.957,6.687,2.26,0.013,1567.124,1198.229
52.854,6.687,2.26,0.013,1567.117,1198.229
52.752,6.687,2.26,0.013,1567.11,1198.229
52.649,6.687,2.26,0.013,1567.103,1198.229
52.547,6.687,2.26,0.013,1567.096,1198.229
52.444,6.687,2.26,0.013,1567.089,1198.229
52.342,6.687,2.26,0.013,1567.082,1198.229
52.24,6.687,2.26,0.013,1567.075,1198.229
52.137,6.687,2.26,0.013,1567.068,1198.229
52.035,6.687,2.26,0.013,1567.061,1198.229
51.932,6.687,2.26,0.013,1567.054,1198.229
51.83,6.687,2.26,0.013,1567.047,1198.229
51.728,6.687,2.26,0.013,1567.041,1198.229
51.625,6.687,2.26,0.013,1567.034,1198.229
51.523,6.687,2.26,0.013,1567.027,1198.229
51.421,6.687,2.26,0.013,1567.02,1198.229
51.318,6.687,2.26,0.013,1567.013,1198.229
51.216,6.687,2.26,0.013,1567.007,1198.229
51.114,6.687,2.26,0.013,1567,1198.229
51.012,6.687,2.26,0.013,1566.993,1198.229
50.91,6.687,2.26,0.013,1566.987,1198.229
50.807,6.687,2.26,0.013,1566.98,1198.229
50.705,6.687,2.26,0.013,1566.973,1198.229
50.603,6.687,2.26,0.013,1566.967,1198.229
50.501,6.687,2.26,0.013,1566.96,1198.229
50.399,6.687,2.26,0.013,1566.954,1198.229
50.297,6.687,2.26,0.013,1566.947,1198.229
50.195,6.687,2.26,0.013,1566.941,1198.229
50.092,6.687,2.26,0.013,1566.934,1198.229
49.99,6.687,2.26,0.013,1566.928,1198.229
49.888,6.687,2.26,0.013,1566.921,1198.229
49.786,6.687,2.26,0.013,1566.915,1198.229
49.684,6.687,2.26,0.013,1566.908,1198.229
49.582,6.687,2.26,0.013,1566.902,1198.229
49.48,6.687,2.26,0.013,1566.895,1198.229
49.378,6.687,2.26,0.013,1566.889,1198.229
49.276,6.687,2.26,0.013,1566.882,1198.229
49.175,6.687,2.26,0.013,1566.876,1198.229
49.073,6.687,2.26,0.013,1566.87,1198.229
48.971,6.687,2.26,0.013,1566.863,1198.229
48.869,6.687,2.26,0.013,1566.857,1198.229
48.767,6.687,2.26,0.013,1566.85,1198.229
48.665,6.687,2.26,0.013,1566.844,1198.229
48.563,6.687,2.26,0.013,1566.838,1198.229
48.462,6.687,2.26,0.013,1566.831,1198.229
48.36,6.687,2.26,0.013,1566.825,1198.229
48.258,6.687,2.26,0.013,1566.819,1198.229
48.156,6.687,2.26,0.013,1566.812,1198.229
48.054,6.687,2.26,0.013,1566.806,1198.229
47.953,6.687,2.26,0.013,1566.8,1198.229
47.851,6.687,2.26,0.013,1566.793,1198.229
47.749,6.687,2.26,0.013,1566.787,1198.229
47.648,6.687,2.26,0.013,1566.781,1198.229
47.546,6.687,2.26,0.013,1566.774,1198.229
47.444,6.687,2.26,0.013,1566.768,1198.229
47.343,6.687,2.26,0.013,1566.762,1198.229
47.241,6.687,2.26,0.013,1566.756,1198.229
47.14,6.687,2.26,0.013,1566.749,1198.229
47.038,6.687,2.26,0.013,1566.743,1198.229
46.936,6.687,2.26,0.013,1566.737,1198.229
46.835,6.687,2.26,0.013,1566.731,1198.229
46.733,6.687,2.26,0.013,1566.724,1198.229
46.632,6.687,2.26,0.013,1566.718,1198.229
46.53,6.687,2.26,0.013,1566.712,1198.229
46.429,6.687,2.26,0.013,1566.706,1198.229
46.327,6.687,2.26,0.013,1566.7,1198.229
46.226,6.687,2.26,0.013,1566.693,1198.229
46.124,6.687,2.26,0.013,1566.687,1198.229
46.023,6.687,2.26,0.013,1566.681,1198.229
45.922,6.687,2.26,0.013,1566.675,1198.229
45.82,6.687,2.26,0.013,1566.669,1198.229
45.719,6.687,2.26,0.013,1566.663,1198.229
45.617,6.687,2.26,0.013,1566.656,1198.229
45.516,6.687,2.26,0.013,1566.65,1198.229
45.415,6.687,2.26,0.013,1566.644,1198.229
45.313,6.687,2.26,0.013,1566.638,1198.229
45.212,6.687,2.26,0.013,1566.632,1198.229
45.111,6.687,2.26,0.013,1566.626,1198.229
45.01,6.687,2.26,0.013,1566.62,1198.229
44.908,6.687,2.26,0.013,1566.614,1198.229
44.807,6.687,2.26,0.013,1566.608,1198.229
44.706,6.687,2.26,0.013,1566.601,1198.229
44.605,6.687,2.26,0.013,1566.595,1198.229
44.503,6.687,2.26,0.013,1566.589,1198.229
44.402,6.687,2.26,0.013,1566.583,1198.229
44.301,6.687,2.26,0.013,1566.577,1198.229
44.2,6.687,2.26,0.013,1566.571,1198.229
44.099,6.687,2.26,0.013,1566.565,1198.229
43.998,6.687,2.26,0.013,1566.559,1198.229
43.896,6.687,2.26,0.013,1566.553,1198.229
43.795,6.687,2.26,0.013,1566.547,1198.229
43.694,6.687,2.26,0.013,1566.541,1198.229
43.593,6.687,2.26,0.013,1566.535,1198.229
43.492,6.687,2.26,0.013,1566.529,1198.229
43.391,6.687,2.26,0.013,1566.523,1198.229
43.29,6.687,2.26,0.013,1566.517,1198.229
43.189,6.687,2.26,0.013,1566.511,1198.229
43.088,6.687,2.26,0.013,1566.506,1198.229
42.987,6.687,2.26,0.013,1566.5,1198.229
42.886,6.687,2.26,0.013,1566.494,1198.229
42.785,6.687,2.26,0.013,1566.488,1198.229
42.684,6.687,2.26,0.013,1566.482,1198.229
42.583,6.687,2.26,0.013,1566.476,1198.229
42.482,6.687,2.26,0.013,1566.47,1198.229
42.382,6.687,2.26,0.013,1566.464,1198.229
42.281,6.687,2.26,0.013,1566.459,1198.229
42.18,6.687,2.26,0.013,1566.453,1198.229
42.079,6.687,2.26,0.013,1566.447,1198.229
41.978,6.687,2.26,0.013,1566.441,1198.229
41.877,6.687,2.26,0.013,1566.436,1198.229
41.776,6.687,2.26,0.013,1566.43,1198.229
41.676,6.687,2.26,0.013,1566.424,1198.229
41.575,6.687,2.26,0.013,1566.418,1198.229
41.474,6.687,2.26,0.013,1566.413,1198.229
41.373,6.687,2.26,0.013,1566.407,1198.229
41.273,6.687,2.26,0.013,1566.401,1198.229
41.172,6.687,2.26,0.013,1566.396,1198.229
41.071,6.687,2.26,0.013,1566.39,1198.229
40.97,6.687,2.26,0.013,1566.384,1198.229
40.87,6.687,2.26,0.013,1566.379,1198.229
40.769,6.687,2.26,0.013,1566.373,1198.229
40.668,6.687,2.26,0.013,1566.367,1198.229
40.568,6.687,2.26,0.013,1566.362,1198.229
40.467,6.687,2.26,0.013,1566.356,1198.229
40.367,6.687,2.26,0.013,1566.351,1198.229
40.266,6.687,2.26,0.013,1566.345,1198.229
40.165,6.687,2.26,0.013,1566.339,1198.229
40.065,6.687,2.26,0.013,1566.334,1198.229
39.964,6.687,2.26,0.013,1566.328,1198.229
39.864,6.687,2.26,0.013,1566.323,1198.229
39.763,6.687,2.26,0.013,1566.317,1198.229
39.663,6.687,2.26,0.013,1566.312,1198.229
39.562,6.687,2.26,0.013,1566.306,1198.229
39.462,6.687,2.26,0.013,1566.3,1198.229
39.361,6.687,2.26,0.013,1566.295,1198.229
39.261,6.687,2.26,0.013,1566.289,1198.229
39.16,6.687,2.26,0.013,1566.284,1198.229
39.06,6.687,2.26,0.013,1566.278,1198.229
38.959,6.687,2.26,0.013,1566.273,1198.229
38.859,6.687,2.26,0.013,1566.267,1198.229
38.759,6.687,2.26,0.013,1566.262,1198.229
38.658,6.687,2.26,0.013,1566.256,1198.229
38.558,6.687,2.26,0.013,1566.251,1198.229
38.457,6.687,2.26,0.013,1566.245,1198.229
38.357,6.687,2.26,0.013,1566.24,1198.229
38.257,6.687,2.26,0.013,1566.234,1198.229
38.156,6.687,2.26,0.013,1566.229,1198.229
38.056,6.687,2.26,0.013,1566.223,1198.229
37.956,6.687,2.26,0.013,1566.218,1198.229
37.855,6.687,2.26,0.013,1566.212,1198.229
37.755,6.687,2.26,0.013,1566.207,1198.229
37.655,6.687,2.26,0.013,1566.201,1198.229
37.555,6.687,2.26,0.013,1566.196,1198.229
37.454,6.687,2.26,0.013,1566.19,1198.229
37.354,6.687,2.26,0.013,1566.185,1198.229
37.254,6.687,2.26,0.013,1566.179,1198.229
37.154,6.687,2.26,0.013,1566.174,1198.229
37.054,6.687,2.26,0.013,1566.168,1198.229
36.953,6.687,2.26,0.013,1566.163,1198.229
36.853,6.687,2.26,0.013,1566.157,1198.229
36.753,6.687,2.26,0.013,1566.152,1198.229
36.653,6.687,2.26,0.013,1566.147,1198.229
36.553,6.687,2.26,0.013,1566.141,1198.229
36.453,6.687,2.26,0.013,1566.136,1198.229
36.353,6.687,2.26,0.013,1566.13,1198.229
36.252,6.687,2.26,0.013,1566.125,1198.229
36.152,6.687,2.26,0.013,1566.119,1198.229
36.052,6.687,2.26,0.013,1566.114,1198.229
35.952,6.687,2.26,0.013,1566.108,1198.229
35.852,6.687,2.26,0.013,1566.103,1198.229
35.752,6.687,2.26,0.013,1566.097,1198.229
35.652,6.687,2.26,0.013,1566.092,1198.229
35.552,6.687,2.26,0.013,1566.086,1198.229
35.452,6.687,2.26,0.013,1566.08,1198.229
35.352,6.687,2.26,0.013,1566.075,1198.229
35.252,6.687,2.26,0.013,1566.069,1198.229
35.152,6.687,2.26,0.013,1566.064,1198.229
35.052,6.687,2.26,0.013,1566.058,1198.229
34.952,6.687,2.26,0.013,1566.053,1198.229
34.852,6.687,2.26,0.013,1566.047,1198.229
34.753,6.687,2.26,0.013,1566.042,1198.229
34.653,6.687,2.26,0.013,1566.036,1198.229
34.553,6.687,2.26,0.013,1566.031,1198.229
34.453,6.687,2.26,0.013,1566.025,1198.229
34.353,6.687,2.26,0.013,1566.019,1198.229
34.253,6.687,2.26,0.013,1566.014,1198.229
34.153,6.687,2.26,0.013,1566.008,1198.229
34.054,6.687,2.26,0.013,1566.003,1198.229
33.954,6.687,2.26,0.013,1565.997,1198.229
33.854,6.687,2.26,0.013,1565.991,1198.229
33.754,6.687,2.26,0.013,1565.986,1198.229
33.654,6.687,2.26,0.013,1565.98,1198.229
33.555,6.687,2.26,0.013,1565.974,1198.229
33.455,6.687,2.26,0.013,1565.969,1198.229
33.355,6.687,2.26,0.013,1565.963,1198.229
33.255,6.687,2.26,0.013,1565.957,1198.229
33.156,6.687,2.26,0.013,1565.952,1198.229
33.056,6.687,2.26,0.013,1565.946,1198.229
32.956,6.687,2.26,0.013,1565.94,1198.229
32.856,6.687,2.26,0.013,1565.934,1198.229
32.757,6.687,2.26,0.013,1565.929,1198.229
32.657,6.687,2.26,0.013,1565.923,1198.229
32.557,6.687,2.26,0.013,1565.917,1198.229
32.458,6.687,2.26,0.013,1565.911,1198.229
32.358,6.687,2.26,0.013,1565.905,1198.229
32.258,6.687,2.26,0.013,1565.9,1198.229
32.159,6.687,2.26,0.013,1565.894,1198.229
32.059,6.687,2.26,0.013,1565.888,1198.229
31.96,6.687,2.26,0.013,1565.882,1198.229
31.86,6.687,2.26,0.013,1565.876,1198.229
31.76,6.687,2.26,0.013,1565.87,1198.229
31.661,6.687,2.26,0.013,1565.864,1198.229
31.561,6.687,2.26,0.013,1565.858,1198.229
31.462,6.687,2.26,0.013,1565.852,1198.229
31.362,6.687,2.26,0.013,1565.846,1198.229
31.263,6.687,2.26,0.013,1565.84,1198.229
31.163,6.687,2.26,0.013,1565.834,1198.229
31.064,6.687,2.26,0.013,1565.828,1198.229
30.964,6.687,2.26,0.013,1565.822,1198.229
30.865,6.687,2.26,0.013,1565.816,1198.229
30.765,6.687,2.26,0.013,1565.81,1198.229
30.666,6.687,2.26,0.013,1565.804,1198.229
30.566,6.687,2.26,0.013,1565.798,1198.229
30.467,6.687,2.26,0.013,1565.792,1198.229
30.368,6.687,2.26,0.013,1565.785,1198.229
30.268,6.687,2.26,0.013,1565.779,1198.229
30.169,6.687,2.26,0.013,1565.773,1198.229
30.069,6.687,2.26,0.013,1565.767,1198.229
29.97,6.687,2.26,0.013,1565.76,1198.229
29.871,6.687,2.26,0.013,1565.754,1198.229
29.771,6.687,2.26,0.013,1565.748,1198.229
29.672,6.687,2.26,0.013,1565.741,1198.229
29.572,6.687,2.26,0.013,1565.735,1198.229
29.473,6.687,2.26,0.013,1565.728,1198.229
29.374,6.687,2.26,0.013,1565.722,1198.229
29.274,6.687,2.26,0.013,1565.715,1198.229
29.175,6.687,2.26,0.013,1565.709,1198.229
29.076,6.687,2.26,0.013,1565.702,1198.229
28.977,6.687,2.26,0.013,1565.696,1198.229
28.877,6.687,2.26,0.013,1565.689,1198.229
28.778,6.687,2.26,0.013,1565.682,1198.229
28.679,6.687,2.26,0.013,1565.675,1198.229
28.58,6.687,2.26,0.013,1565.669,1198.229
28.48,6.687,2.26,0.013,1565.662,1198.229
28.381,6.687,2.26,0.013,1565.655,1198.229
28.282,6.687,2.26,0.013,1565.648,1198.229
28.183,6.687,2.26,0.013,1565.641,1198.229
28.083,6.687,2.26,0.013,1565.634,1198.229
27.984,6.687,2.26,0.013,1565.627,1198.229
27.885,6.687,2.26,0.013,1565.62,1198.229
27.786,6.687,2.26,0.013,1565.613,1198.229
27.687,6.687,2.26,0.013,1565.606,1198.229
27.588,6.687,2.26,0.013,1565.599,1198.229
27.488,6.687,2.26,0.013,1565.592,1198.229
27.389,6.687,2.26,0.013,1565.584,1198.229
27.29,6.687,2.26,0.013,1565.577,1198.229
27.191,6.687,2.26,0.013,1565.569,1198.229
27.092,6.687,2.26,0.013,1565.562,1198.229
26.993,6.687,2.26,0.013,1565.555,1198.229
26.894,6.687,2.26,0.013,1565.547,1198.229
